0.3162 	WARNING 	Movie2 stim could not be imported and won't be available
3.3719 	EXP 	Created fixationITIText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='fixationITIText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
3.3767 	EXP 	Created sickHighlight = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=1.0, italic=False, name='sickHighlight', opacity=1.0, ori=0, pos=array([-0.5 , -0.35]), rgb=array([ 255.,  255.,  255.]), text=u'_', units=u'norm', win=Window(...), wrapWidth=1)
3.3793 	EXP 	Created notsickHighlight = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=1, italic=False, name='notsickHighlight', opacity=1.0, ori=0, pos=array([-0.5 , -0.35]), rgb=array([ 255.,  255.,  255.]), text=u'_', units=u'norm', win=Window(...), wrapWidth=1)
3.3857 	EXP 	Imported irrelevant.xlsx as conditions, 4 conditions, 4 params
3.3860 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
3.3865 	EXP 	New trial (rep=0, index=0): {u'food': u'mexican_food2', u'corrAns': u'right', u'sick': u'No', u'restaurant': u"Molina's Cantina"}
3.3980 	EXP 	window1: recordFrameIntervals = False
3.4193 	EXP 	restaurantText: text = u"Molina's Cantina"
3.4193 	EXP 	foodImg: image = u'foods/mexican_food2.png'
3.4193 	EXP 	sickHighlight: opacity = 0
3.4193 	EXP 	notsickHighlight: opacity = 0
3.4193 	EXP 	fixationITIText: autoDraw = True
3.4261 	EXP 	window1: recordFrameIntervals = False
4.4360 	EXP 	trialInstrText: autoDraw = True
4.4360 	EXP 	restaurantText: autoDraw = True
4.4360 	EXP 	foodImg: autoDraw = True
4.4360 	EXP 	sickImg: autoDraw = True
4.4360 	EXP 	notsickImg: autoDraw = True
4.4360 	EXP 	fixationITIText: autoDraw = False
4.4360 	EXP 	sickHighlight: autoDraw = True
4.4360 	EXP 	notsickHighlight: autoDraw = True
5.2190 	DATA 	Keypress: right
5.2368 	EXP 	sickHighlight: opacity = 0
5.2368 	EXP 	notsickHighlight: opacity = 1
5.2523 	EXP 	sickHighlight: opacity = 0
5.2523 	EXP 	notsickHighlight: opacity = 1
5.2696 	EXP 	sickHighlight: opacity = 0
5.2696 	EXP 	notsickHighlight: opacity = 1
5.2853 	EXP 	sickHighlight: opacity = 0
5.2853 	EXP 	notsickHighlight: opacity = 1
5.3022 	EXP 	sickHighlight: opacity = 0
5.3022 	EXP 	notsickHighlight: opacity = 1
5.3192 	EXP 	sickHighlight: opacity = 0
5.3192 	EXP 	notsickHighlight: opacity = 1
5.3350 	EXP 	sickHighlight: opacity = 0
5.3350 	EXP 	notsickHighlight: opacity = 1
5.3523 	EXP 	sickHighlight: opacity = 0
5.3523 	EXP 	notsickHighlight: opacity = 1
5.3685 	EXP 	sickHighlight: opacity = 0
5.3685 	EXP 	notsickHighlight: opacity = 1
5.3858 	EXP 	sickHighlight: opacity = 0
5.3858 	EXP 	notsickHighlight: opacity = 1
5.4034 	EXP 	sickHighlight: opacity = 0
5.4034 	EXP 	notsickHighlight: opacity = 1
5.4193 	EXP 	sickHighlight: opacity = 0
5.4193 	EXP 	notsickHighlight: opacity = 1
5.4351 	EXP 	sickHighlight: opacity = 0
5.4351 	EXP 	notsickHighlight: opacity = 1
5.4524 	EXP 	sickHighlight: opacity = 0
5.4524 	EXP 	notsickHighlight: opacity = 1
5.4686 	EXP 	sickHighlight: opacity = 0
5.4686 	EXP 	notsickHighlight: opacity = 1
5.4854 	EXP 	sickHighlight: opacity = 0
5.4854 	EXP 	notsickHighlight: opacity = 1
5.5028 	EXP 	sickHighlight: opacity = 0
5.5028 	EXP 	notsickHighlight: opacity = 1
5.5189 	EXP 	sickHighlight: opacity = 0
5.5189 	EXP 	notsickHighlight: opacity = 1
5.5352 	EXP 	sickHighlight: opacity = 0
5.5352 	EXP 	notsickHighlight: opacity = 1
5.5517 	EXP 	sickHighlight: opacity = 0
5.5517 	EXP 	notsickHighlight: opacity = 1
5.5684 	EXP 	sickHighlight: opacity = 0
5.5684 	EXP 	notsickHighlight: opacity = 1
5.5852 	EXP 	sickHighlight: opacity = 0
5.5852 	EXP 	notsickHighlight: opacity = 1
5.6021 	EXP 	sickHighlight: opacity = 0
5.6021 	EXP 	notsickHighlight: opacity = 1
5.6188 	EXP 	sickHighlight: opacity = 0
5.6188 	EXP 	notsickHighlight: opacity = 1
5.6352 	EXP 	sickHighlight: opacity = 0
5.6352 	EXP 	notsickHighlight: opacity = 1
5.6522 	EXP 	sickHighlight: opacity = 0
5.6522 	EXP 	notsickHighlight: opacity = 1
5.6684 	EXP 	sickHighlight: opacity = 0
5.6684 	EXP 	notsickHighlight: opacity = 1
5.6856 	EXP 	sickHighlight: opacity = 0
5.6856 	EXP 	notsickHighlight: opacity = 1
5.7022 	EXP 	sickHighlight: opacity = 0
5.7022 	EXP 	notsickHighlight: opacity = 1
5.7190 	EXP 	sickHighlight: opacity = 0
5.7190 	EXP 	notsickHighlight: opacity = 1
5.7361 	EXP 	sickHighlight: opacity = 0
5.7361 	EXP 	notsickHighlight: opacity = 1
5.7519 	EXP 	sickHighlight: opacity = 0
5.7519 	EXP 	notsickHighlight: opacity = 1
5.7687 	EXP 	sickHighlight: opacity = 0
5.7687 	EXP 	notsickHighlight: opacity = 1
5.7854 	EXP 	sickHighlight: opacity = 0
5.7854 	EXP 	notsickHighlight: opacity = 1
5.8020 	EXP 	sickHighlight: opacity = 0
5.8020 	EXP 	notsickHighlight: opacity = 1
5.8190 	EXP 	sickHighlight: opacity = 0
5.8190 	EXP 	notsickHighlight: opacity = 1
5.8356 	EXP 	sickHighlight: opacity = 0
5.8356 	EXP 	notsickHighlight: opacity = 1
5.8525 	EXP 	sickHighlight: opacity = 0
5.8525 	EXP 	notsickHighlight: opacity = 1
5.8688 	EXP 	sickHighlight: opacity = 0
5.8688 	EXP 	notsickHighlight: opacity = 1
5.8854 	EXP 	sickHighlight: opacity = 0
5.8854 	EXP 	notsickHighlight: opacity = 1
5.9025 	EXP 	sickHighlight: opacity = 0
5.9025 	EXP 	notsickHighlight: opacity = 1
5.9185 	EXP 	sickHighlight: opacity = 0
5.9185 	EXP 	notsickHighlight: opacity = 1
5.9350 	EXP 	sickHighlight: opacity = 0
5.9350 	EXP 	notsickHighlight: opacity = 1
5.9354 	DATA 	Keypress: right
5.9522 	EXP 	sickHighlight: opacity = 0
5.9522 	EXP 	notsickHighlight: opacity = 1
5.9684 	EXP 	sickHighlight: opacity = 0
5.9684 	EXP 	notsickHighlight: opacity = 1
5.9852 	EXP 	sickHighlight: opacity = 0
5.9852 	EXP 	notsickHighlight: opacity = 1
6.0017 	EXP 	sickHighlight: opacity = 0
6.0017 	EXP 	notsickHighlight: opacity = 1
6.0183 	EXP 	sickHighlight: opacity = 0
6.0183 	EXP 	notsickHighlight: opacity = 1
6.0349 	EXP 	sickHighlight: opacity = 0
6.0349 	EXP 	notsickHighlight: opacity = 1
6.0519 	EXP 	sickHighlight: opacity = 0
6.0519 	EXP 	notsickHighlight: opacity = 1
6.0684 	EXP 	sickHighlight: opacity = 0
6.0684 	EXP 	notsickHighlight: opacity = 1
6.0853 	EXP 	sickHighlight: opacity = 0
6.0853 	EXP 	notsickHighlight: opacity = 1
6.0856 	DATA 	Keypress: right
6.1020 	EXP 	sickHighlight: opacity = 0
6.1020 	EXP 	notsickHighlight: opacity = 1
6.1187 	EXP 	sickHighlight: opacity = 0
6.1187 	EXP 	notsickHighlight: opacity = 1
6.1350 	EXP 	sickHighlight: opacity = 0
6.1350 	EXP 	notsickHighlight: opacity = 1
6.1526 	EXP 	sickHighlight: opacity = 0
6.1526 	EXP 	notsickHighlight: opacity = 1
6.1684 	EXP 	sickHighlight: opacity = 0
6.1684 	EXP 	notsickHighlight: opacity = 1
6.1688 	DATA 	Keypress: left
6.1852 	EXP 	sickHighlight: opacity = 1
6.1852 	EXP 	notsickHighlight: opacity = 0
6.2027 	EXP 	sickHighlight: opacity = 1
6.2027 	EXP 	notsickHighlight: opacity = 0
6.2188 	EXP 	sickHighlight: opacity = 1
6.2188 	EXP 	notsickHighlight: opacity = 0
6.2352 	EXP 	sickHighlight: opacity = 1
6.2352 	EXP 	notsickHighlight: opacity = 0
6.2519 	EXP 	sickHighlight: opacity = 1
6.2519 	EXP 	notsickHighlight: opacity = 0
6.2687 	EXP 	sickHighlight: opacity = 1
6.2687 	EXP 	notsickHighlight: opacity = 0
6.2857 	EXP 	sickHighlight: opacity = 1
6.2857 	EXP 	notsickHighlight: opacity = 0
6.3024 	EXP 	sickHighlight: opacity = 1
6.3024 	EXP 	notsickHighlight: opacity = 0
6.3192 	EXP 	sickHighlight: opacity = 1
6.3192 	EXP 	notsickHighlight: opacity = 0
6.3196 	DATA 	Keypress: right
6.3353 	EXP 	sickHighlight: opacity = 0
6.3353 	EXP 	notsickHighlight: opacity = 1
6.3522 	EXP 	sickHighlight: opacity = 0
6.3522 	EXP 	notsickHighlight: opacity = 1
6.3685 	EXP 	sickHighlight: opacity = 0
6.3685 	EXP 	notsickHighlight: opacity = 1
6.3857 	EXP 	sickHighlight: opacity = 0
6.3857 	EXP 	notsickHighlight: opacity = 1
6.4026 	EXP 	sickHighlight: opacity = 0
6.4026 	EXP 	notsickHighlight: opacity = 1
6.4032 	DATA 	Keypress: left
6.4186 	EXP 	sickHighlight: opacity = 1
6.4186 	EXP 	notsickHighlight: opacity = 0
6.4354 	EXP 	sickHighlight: opacity = 1
6.4354 	EXP 	notsickHighlight: opacity = 0
6.4525 	EXP 	sickHighlight: opacity = 1
6.4525 	EXP 	notsickHighlight: opacity = 0
6.4691 	EXP 	sickHighlight: opacity = 1
6.4691 	EXP 	notsickHighlight: opacity = 0
6.4856 	EXP 	sickHighlight: opacity = 1
6.4856 	EXP 	notsickHighlight: opacity = 0
6.5022 	EXP 	sickHighlight: opacity = 1
6.5022 	EXP 	notsickHighlight: opacity = 0
6.5188 	EXP 	sickHighlight: opacity = 1
6.5188 	EXP 	notsickHighlight: opacity = 0
6.5193 	DATA 	Keypress: right
6.5374 	EXP 	sickHighlight: opacity = 0
6.5374 	EXP 	notsickHighlight: opacity = 1
6.5526 	EXP 	sickHighlight: opacity = 0
6.5526 	EXP 	notsickHighlight: opacity = 1
6.5693 	EXP 	sickHighlight: opacity = 0
6.5693 	EXP 	notsickHighlight: opacity = 1
6.5854 	EXP 	sickHighlight: opacity = 0
6.5854 	EXP 	notsickHighlight: opacity = 1
6.6022 	EXP 	sickHighlight: opacity = 0
6.6022 	EXP 	notsickHighlight: opacity = 1
6.6185 	EXP 	sickHighlight: opacity = 0
6.6185 	EXP 	notsickHighlight: opacity = 1
6.6191 	DATA 	Keypress: left
6.6360 	EXP 	sickHighlight: opacity = 1
6.6360 	EXP 	notsickHighlight: opacity = 0
6.6524 	EXP 	sickHighlight: opacity = 1
6.6524 	EXP 	notsickHighlight: opacity = 0
6.6690 	EXP 	sickHighlight: opacity = 1
6.6690 	EXP 	notsickHighlight: opacity = 0
6.6858 	EXP 	sickHighlight: opacity = 1
6.6858 	EXP 	notsickHighlight: opacity = 0
6.7025 	EXP 	sickHighlight: opacity = 1
6.7025 	EXP 	notsickHighlight: opacity = 0
6.7190 	EXP 	sickHighlight: opacity = 1
6.7190 	EXP 	notsickHighlight: opacity = 0
6.7356 	EXP 	sickHighlight: opacity = 1
6.7356 	EXP 	notsickHighlight: opacity = 0
6.7522 	EXP 	sickHighlight: opacity = 1
6.7522 	EXP 	notsickHighlight: opacity = 0
6.7686 	EXP 	sickHighlight: opacity = 1
6.7686 	EXP 	notsickHighlight: opacity = 0
6.7856 	EXP 	sickHighlight: opacity = 1
6.7856 	EXP 	notsickHighlight: opacity = 0
6.7877 	DATA 	Keypress: right
6.8026 	EXP 	sickHighlight: opacity = 1
6.8026 	EXP 	notsickHighlight: opacity = 0
6.8192 	EXP 	sickHighlight: opacity = 0
6.8192 	EXP 	notsickHighlight: opacity = 1
6.8363 	EXP 	sickHighlight: opacity = 0
6.8363 	EXP 	notsickHighlight: opacity = 1
6.8521 	EXP 	sickHighlight: opacity = 0
6.8521 	EXP 	notsickHighlight: opacity = 1
6.8688 	EXP 	sickHighlight: opacity = 0
6.8688 	EXP 	notsickHighlight: opacity = 1
6.8856 	EXP 	sickHighlight: opacity = 0
6.8856 	EXP 	notsickHighlight: opacity = 1
6.9023 	EXP 	sickHighlight: opacity = 0
6.9023 	EXP 	notsickHighlight: opacity = 1
6.9191 	EXP 	sickHighlight: opacity = 0
6.9191 	EXP 	notsickHighlight: opacity = 1
6.9365 	EXP 	sickHighlight: opacity = 0
6.9365 	EXP 	notsickHighlight: opacity = 1
6.9531 	EXP 	sickHighlight: opacity = 0
6.9531 	EXP 	notsickHighlight: opacity = 1
6.9693 	EXP 	sickHighlight: opacity = 0
6.9693 	EXP 	notsickHighlight: opacity = 1
6.9858 	EXP 	sickHighlight: opacity = 0
6.9858 	EXP 	notsickHighlight: opacity = 1
6.9881 	DATA 	Keypress: down
7.0024 	EXP 	sickHighlight: opacity = 0
7.0024 	EXP 	notsickHighlight: opacity = 1
7.0191 	EXP 	sickHighlight: opacity = 0
7.0191 	EXP 	notsickHighlight: opacity = 1
7.0359 	EXP 	sickHighlight: opacity = 0
7.0359 	EXP 	notsickHighlight: opacity = 1
7.0527 	EXP 	sickHighlight: opacity = 0
7.0527 	EXP 	notsickHighlight: opacity = 1
7.0693 	EXP 	sickHighlight: opacity = 0
7.0693 	EXP 	notsickHighlight: opacity = 1
7.0861 	EXP 	sickHighlight: opacity = 0
7.0861 	EXP 	notsickHighlight: opacity = 1
7.1032 	EXP 	sickHighlight: opacity = 0
7.1032 	EXP 	notsickHighlight: opacity = 1
7.1189 	EXP 	sickHighlight: opacity = 0
7.1189 	EXP 	notsickHighlight: opacity = 1
7.1367 	EXP 	sickHighlight: opacity = 0
7.1367 	EXP 	notsickHighlight: opacity = 1
7.1374 	DATA 	Keypress: left
7.1522 	EXP 	sickHighlight: opacity = 1
7.1522 	EXP 	notsickHighlight: opacity = 0
7.1688 	EXP 	sickHighlight: opacity = 1
7.1688 	EXP 	notsickHighlight: opacity = 0
7.1860 	EXP 	sickHighlight: opacity = 1
7.1860 	EXP 	notsickHighlight: opacity = 0
7.2023 	EXP 	sickHighlight: opacity = 1
7.2023 	EXP 	notsickHighlight: opacity = 0
7.2189 	EXP 	sickHighlight: opacity = 1
7.2189 	EXP 	notsickHighlight: opacity = 0
7.2367 	EXP 	sickHighlight: opacity = 1
7.2367 	EXP 	notsickHighlight: opacity = 0
7.2528 	EXP 	sickHighlight: opacity = 1
7.2528 	EXP 	notsickHighlight: opacity = 0
7.2533 	DATA 	Keypress: up
7.2689 	EXP 	sickHighlight: opacity = 1
7.2689 	EXP 	notsickHighlight: opacity = 0
7.2857 	EXP 	sickHighlight: opacity = 1
7.2857 	EXP 	notsickHighlight: opacity = 0
7.3024 	EXP 	sickHighlight: opacity = 1
7.3024 	EXP 	notsickHighlight: opacity = 0
7.3190 	EXP 	sickHighlight: opacity = 1
7.3190 	EXP 	notsickHighlight: opacity = 0
7.3361 	EXP 	sickHighlight: opacity = 1
7.3361 	EXP 	notsickHighlight: opacity = 0
7.3527 	EXP 	sickHighlight: opacity = 1
7.3527 	EXP 	notsickHighlight: opacity = 0
7.3718 	EXP 	sickHighlight: opacity = 1
7.3718 	EXP 	notsickHighlight: opacity = 0
7.3863 	EXP 	sickHighlight: opacity = 1
7.3863 	EXP 	notsickHighlight: opacity = 0
7.3872 	DATA 	Keypress: right
7.4029 	EXP 	trialInstrText: autoDraw = False
7.4029 	EXP 	restaurantText: autoDraw = False
7.4029 	EXP 	foodImg: autoDraw = False
7.4029 	EXP 	sickImg: autoDraw = False
7.4029 	EXP 	notsickImg: autoDraw = False
7.4029 	EXP 	sickHighlight: opacity = 1
7.4029 	EXP 	notsickHighlight: opacity = 0
7.4029 	EXP 	sickHighlight: autoDraw = False
7.4029 	EXP 	notsickHighlight: autoDraw = False
7.4031 	EXP 	window1: recordFrameIntervals = False
7.4197 	EXP 	fixationJitterText: autoDraw = True
7.4197 	EXP 	sickHighlight: opacity = 1
7.4197 	EXP 	notsickHighlight: opacity = 0
7.4199 	EXP 	window1: recordFrameIntervals = False
7.7052 	DATA 	Keypress: left
7.8990 	DATA 	Keypress: escape
